instruction_term,count,cuisine
sauteed,1,latin american
dought,1,latin american
collards,1,latin american
accompaniment,1,latin american
moqueca,1,latin american
brazilian,1,latin american
neat,1,latin american
pão,1,latin american
queijo,1,latin american
glutenwheat,1,latin american
guide,1,latin american
boiled,1,latin american
fillets,1,latin american
variation,1,latin american
nonreactive,1,latin american
cutting,1,latin american
board,1,latin american
strings,1,latin american
moisten,1,latin american
alternately,1,latin american
weights,1,latin american
tilapia,1,latin american
thickness,1,latin american
beginning,1,latin american
handling,1,latin american
succeeding,1,latin american
lowest,1,latin american
stemmed,1,latin american
continue,1,latin american
free,1,latin american
including,1,latin american
shortly,1,latin american
shoulder,1,latin american
colander,1,latin american
several,1,latin american
rubbing,1,latin american
outer,1,latin american
mint,1,latin american
againdo,1,latin american
sit,1,latin american
mortar,1,latin american
traditionally,1,latin american
toweling,1,latin american
drippings,1,latin american
brazil,1,latin american
wine,1,latin american
coriander,1,latin american
adequately,1,latin american
pestle,1,latin american
tart,1,latin american
important,1,latin american
prior,1,latin american
described,1,latin american
bowls,1,latin american
flan,1,latin american
lettuce,1,latin american
salad,1,latin american
juicer,1,latin american
since,1,latin american
presses,1,latin american
limes,1,latin american
parchment,1,latin american
membrane,1,latin american
flours,1,latin american
sections,1,latin american
turkey,1,latin american
roasting,1,latin american
intervals,1,latin american
rubber,1,latin american
surfaces,1,latin american
produces,1,latin american
jar,1,latin american
munster,1,latin american
bean,1,latin american
welldone,1,latin american
unwavering,1,latin american
dissolves,1,latin american
beater,1,latin american
lifted,1,latin american
oats,1,latin american
colored,1,latin american
dot,1,latin american
remaing,1,latin american
finer,1,latin american
liquefy,1,latin american
marinated,1,latin american
pre,1,latin american
prunes,1,latin american
beaten,1,latin american
rather,1,latin american
longer,1,latin american
check,1,latin american
c,1,latin american
abaout,1,latin american
fortified,1,latin american
minerals,1,latin american
vitamins,1,latin american
mold,1,latin american
pastry,1,latin american
appears,1,latin american
already,1,latin american
chicharrone,1,latin american
built,1,latin american
horizontally,1,latin american
leave,1,latin american
securely,1,latin american
apple,1,latin american
arrange,1,latin american
airtight,1,latin american
parallel,1,latin american
eaten,1,latin american
lines,1,latin american
within,1,latin american
rows,1,latin american
quarters,1,latin american
forty,1,latin american
rings,1,latin american
granulated,1,latin american
style,1,latin american
join,1,latin american
area,1,latin american
overlapping,1,latin american
overlap,1,latin american
direction,1,latin american
endtoend,1,latin american
clovesturn,1,latin american
almonds,1,latin american
closely,1,latin american
empty,1,latin american
watch,1,latin american
sinew,1,latin american
box,1,latin american
trim,1,latin american
opposite,1,latin american
infant,1,latin american
cloth,1,latin american
assembling,1,latin american
thats,1,latin american
damp,1,latin american
culantro,1,latin american
reduced,1,latin american
melts,1,latin american
bubbles,1,latin american
youve,1,latin american
earned,1,latin american
envelopes,1,latin american
goya,1,latin american
strawberries,1,latin american
patties,1,latin american
pasterefrigerate,1,latin american
spoonful,1,latin american
meats,1,latin american
cast,1,latin american
iron,1,latin american
start,1,latin american
oval,1,latin american
jack,1,latin american
monterey,1,latin american
dissolve,1,latin american
cleanup,1,latin american
shaping,1,latin american
extract,1,latin american
punch,1,latin american
briefly,1,latin american
bay,1,latin american
touched,1,latin american
sherry,1,latin american
simmeruncovered,1,latin american
indentation,1,latin american
pimentos,1,latin american
pimento,1,latin american
stuffed,1,latin american
andor,1,latin american
elastic,1,latin american
ease,1,latin american
shaped,1,latin american
match,1,latin american
checking,1,latin american
whip,1,latin american
crumbled,1,latin american
mangu,1,latin american
pale,1,latin american
available,1,latin american
pinch,1,latin american
reserving,1,latin american
attachment,1,latin american
flame,1,latin american
portuguese,1,latin american
darkens,1,latin american
somewhat,1,latin american
neither,1,latin american
thickener,1,latin american
bricks,1,latin american
found,1,latin american
many,1,latin american
yellow,1,latin american
left,1,latin american
increments,1,latin american
whirl,1,latin american
doneness,1,latin american
rolls,1,latin american
rectangles,1,latin american
cabbage,1,latin american
mustard,1,latin american
ketchup,1,latin american
squares,1,latin american
ends,1,latin american
thirds,1,latin american
blended,1,latin american
often,1,latin american
equidistant,1,latin american
pop,1,latin american
kahlua,1,latin american
evaporated,1,latin american
brothyou,1,latin american
shell,1,latin american
head,1,latin american
show,1,latin american
sandwiches,1,latin american
easier,1,latin american
sandwich,1,latin american
crushed,1,latin american
vigorously,1,latin american
cocoa,1,latin american
thickens,1,latin american
point,1,latin american
flat,1,latin american
passion,1,latin american
½,1,latin american
second,1,latin american
jimmies,1,latin american
decorate,1,latin american
hint,1,latin american
achiever,1,latin american
building,1,latin american
uniform,1,latin american
try,1,latin american
spoonfuls,1,latin american
refridgerate,1,latin american
base,1,latin american
stiff,1,latin american
even,1,latin american
reaches,1,latin american
scratch,1,latin american
leads,1,latin american
portion,1,latin american
generous,1,latin american
amount,1,latin american
frost,1,latin american
variety,1,latin american
berry,1,latin american
beating,1,latin american
rind,1,latin american
splitting,1,latin american
coins,1,latin american
falls,1,latin american
snow,1,latin american
sazon,1,latin american
pigeon,1,latin american
clear,1,latin american
past,1,latin american
cone,1,latin american
vent,1,latin american
allows,1,latin american
escape,1,latin american
means,1,latin american
never,1,latin american
resembles,1,latin american
buns,1,latin american
cloves,1,latin american
sticks,1,latin american
pattern,1,latin american
uncovered,1,latin american
sofrito,1,latin american
right,1,latin american
continuously,1,latin american
value,1,latin american
especially,1,latin american
blackberry,1,latin american
raspberry,1,latin american
cooling,1,latin american
cheapest,1,latin american
grade,1,latin american
whatever,1,latin american
extra,1,latin american
starch,1,latin american
candy,1,latin american
us,1,latin american
buy,1,latin american
walmart,1,latin american
cholados,1,latin american
effect,1,latin american
latin,1,latin american
markets,1,latin american
eliminated,1,latin american
tamal,1,latin american
quite,1,latin american
chileans,1,latin american
wetted,1,latin american
beansgarganzo,1,latin american
basil,1,latin american
hardboiled,1,latin american
bitesized,1,latin american
breasts,1,latin american
tamales,1,latin american
poached,1,latin american
total,1,latin american
tamalera,1,latin american
pots,1,latin american
batch,1,latin american
placing,1,latin american
wadded,1,latin american
line,1,latin american
help,1,latin american
friends,1,latin american
broiler,1,latin american
fluffier,1,latin american
period,1,latin american
msg,1,latin american
chichen,1,latin american
liters,1,latin american
cubed,1,latin american
abour,1,latin american
tri,1,latin american
splattering,1,latin american
watere,1,latin american
safe,1,latin american
semi,1,latin american
assemble,1,latin american
items,1,latin american
gather,1,latin american
mostly,1,latin american
atleast,1,latin american
canned,1,latin american
thanks,1,latin american
different,1,latin american
helpful,1,latin american
others,1,latin american
rate,1,latin american
experience,1,latin american
result,1,latin american
particular,1,latin american
sweat,1,latin american
bubbling,1,latin american
raise,1,latin american
gentle,1,latin american
pino,1,latin american
keeps,1,latin american
frozen,1,latin american
flavourful,1,latin american
called,1,latin american
everyones,1,latin american
recipes,1,latin american
compare,1,latin american
please,1,latin american
covering,1,latin american
diner,1,latin american
opens,1,latin american
nacatamal,1,latin american
eating,1,latin american
general,1,latin american
name,1,latin american
central,1,latin american
blade,1,latin american
tamale,1,latin american
nicaraguan,1,latin american
differently,1,latin american
bought,1,latin american
mind,1,latin american
authentic,1,latin american
thicker,1,latin american
intermitently,1,latin american
moist,1,latin american
wipe,1,latin american
hammer,1,latin american
sear,1,latin american
touch,1,latin american
blood,1,latin american
onethird,1,latin american
onehalf,1,latin american
scum,1,latin american
seed,1,latin american
turmeric,1,latin american
open,1,latin american
yuccas,1,latin american
hairy,1,latin american
casing,1,latin american
passed,1,latin american
skins,1,latin american
removed,1,latin american
rock,1,latin american
nice,1,latin american
whack,1,latin american
legs,1,latin american
would,1,latin american
eliminate,1,latin american
cant,1,latin american
guajillo,1,latin american
anchos,1,latin american
pasillas,1,latin american
substitute,1,latin american
bananas,1,latin american
loaf,1,latin american
x,1,latin american
honey,1,latin american
front,1,latin american
back,1,latin american
hair,1,latin american
tips,1,latin american
sealed,1,latin american
pataste,1,latin american
counter,1,latin american
alternatively,1,latin american
powdered,1,latin american
sieve,1,latin american
peppercumin,1,latin american
chipotle,1,latin american
kitchen,1,latin american
lardsalt,1,latin american
knorr,1,latin american
give,1,latin american
mealy,1,latin american
jelly,1,latin american
step,1,latin american
butterflied,1,latin american
panca,1,latin american
without,1,latin american
overflowing,1,latin american
pourable,1,latin american
butchers,1,latin american
conch,1,latin american
netting,1,latin american
finally,1,latin american
friend,1,latin american
always,1,latin american
told,1,latin american
sealer,1,latin american
attractive,1,latin american
tighter,1,latin american
cans,1,latin american
completly,1,latin american
preferable,1,latin american
desire,1,latin american
zest,1,latin american
letting,1,latin american
alternating,1,latin american
overbeat,1,latin american
flaky,1,latin american
add,172,chinese
heat,114,chinese
sauce,107,chinese
minutes,105,chinese
oil,94,chinese
water,79,chinese
bowl,76,chinese
chicken,75,chinese
stir,60,chinese
place,56,chinese
cook,53,chinese
wok,51,chinese
large,49,chinese
soy,46,chinese
set,45,chinese
small,44,chinese
mixture,44,chinese
rice,43,chinese
mix,43,chinese
combine,42,chinese
dough,39,chinese
aside,36,chinese
pieces,36,chinese
skillet,35,chinese
remove,35,chinese
garlic,35,chinese
pan,34,chinese
cornstarch,34,chinese
egg,34,chinese
medium,32,chinese
serve,32,chinese
well,32,chinese
salt,31,chinese
sesame,31,chinese
sugar,31,chinese
pepper,28,chinese
cover,28,chinese
cup,28,chinese
pour,27,chinese
remaining,27,chinese
filling,26,chinese
together,26,chinese
hot,25,chinese
let,25,chinese
boil,25,chinese
pork,25,chinese
fry,25,chinese
ginger,25,chinese
stirfry,24,chinese
bring,23,chinese
whisk,23,chinese
ingredients,22,chinese
drain,21,chinese
