instruction_sentence,arousal,valence,cuisine
15 minutes to heat through,5.44619341563786,4.909411764705882,Mexican
" for the salsa verde: place jalapenos and tomatillos in a small pot with just enough water to cover the bottom of the pot, about 1/2 cup",3.953244761355399,5.198597363449751,Mexican
 bring to a boil and cover pot,4.589075268817204,5.4379285714285714,Mexican
" lower to a simmer and cook until tomatillos and jalapenos are very soft, about 15 minutes",4.207761301884611,5.086185567010309,Mexican
 remove lid and let simmer 5 minutes until water evaporates,5.470362971003256,5.0527770859277705,Mexican
 set aside to cool for 10,3.771,6.119130434782608,Mexican
­15 minutes,3.83,5.28,Mexican
 transfer to a food processor or blender,5.92,7.65,Mexican
" add garlic, onion, salt and 3/4 cup reserved chicken broth",3.762114183607354,5.837555309653023,Mexican
 blend until smooth,4.91,6.58,Mexican
 transfer to small pot and bring to a boil,3.9902283105022827,5.018823529411765,Mexican
 simmer 1 minute,3.83,5.5,Mexican
" to serve: ladle soup into bowls and garnish with cabbage, radishes, scallions and oregano",3.958498985801217,6.59931506849315,Mexican
 top,4.28,6.76,Mexican
with a couple of spoonfuls of salsa verde,6.39,7.41,Mexican
 serve with lime wedges and corn tostadas,4.539387755102041,5.743243243243243,Mexican
 you will need to butterfly and devein your shrimp,3.298611910518824,7.015362058647517,Mexican
" using a sharp knife, cut each shrimp lengthwise along the back",4.294005631904728,5.221565650231532,Mexican
" for larger shrimp, cut them cleanly into two halves",4.2076891615541925,5.131320754716982,Mexican
" for smaller shrimp, do not cut all the way through so that the two halves stay together",4.00146554260827,5.269838170599662,Mexican
" once open, remove the gray line of guts running through the center of the shrimp",5.117512971631465,5.063804779934239,Mexican
" in a blender, add the chilies, lime juice, cilantro, and the first teaspoon of salt",4.274835750093425,6.497373956647273,Mexican
 blend until the chilies are just broken up,5.43,3.05,Mexican
 don't worry about making a smooth paste,5.0701639732688575,4.830616340181558,Mexican
 a few chunks of chili are not a problem,4.81,3.52,Mexican
 cover the shellfish with the blended sauce,4.613672654690618,5.829617834394904,Mexican
 20 minutes,3.83,5.28,Mexican
 you will know it's done when the surface of the shellfish begins to turn opaque and white,3.9312288779485223,6.304728658190681,Mexican
" if the sauce does not completely cover the shellfish, stir the mixture after about 5 minutes to ensure it marinates evenly",5.487898178773469,5.565837889570616,Mexican
" while the shellfish is marinating, peel the cucumber and scrape out the seeds",4.396330058055728,5.674680738966854,Mexican
 cut into 1/2 inch cubes,5.0,3.64,Mexican
 to serve add the cucumber to the bowl of shellfish and toss to combine,4.042656331252796,5.722506937955843,Mexican
" spoon the shellfish, cucumber and sauce into a large flat serving dish",4.174237966431819,5.883653902176684,Mexican
 sprinkle with the remaining 1/4 teaspoon salt,4.142213070260319,5.917107959479016,Mexican
 top with the sliced onions and serve with tostadas and sliced avocados,4.856391129032259,6.061766784452297,Mexican
 line a baking sheet with parchment paper,4.531530464075951,5.509975499885259,Mexican
" combine the water, butter, and salt in a large, heavy pot and bring to a boil",4.545628834355829,5.181944723134646,Mexican
" remove from the heat, add the flour, and mix with a wooden spatula until combined",5.164664627511666,5.066163041673584,Mexican
" let the dough sit until cool enough to handle, about 5 minutes",3.9061835434466325,5.796740680058818,Mexican
" knead the dough until smooth, about 1 minute",4.757270693512304,5.772384937238494,Mexican
 place half of the dough in a piping bag fitted with a large open star tip,4.477784238957089,6.320438867333267,Mexican
 pipe 4,5.36,5.53,Mexican
long churros onto the prepared baking sheet,5.0226789231779385,6.284710884698909,Mexican
 repeat with the remaining dough,4.996336206896551,5.645839416058395,Mexican
 combine the sugar and cinnamon on a large platter,3.9656542897349816,6.573222053258833,Mexican
 set aside,4.05,5.58,Mexican
" meanwhile, heat 4 to 5 inches of vegetable oil in a large dutch oven until it registers 365 degrees f on a deep",4.276345594627151,5.546467336521289,Mexican
fry thermometer,4.6148723897911825,5.054479166666667,Mexican
" add the churros in batches of three and fry, flipping once, until deep golden brown all over, about 4 minutes",4.509489324488461,6.125545623024092,Mexican
" using a slotted spoon, transfer the churros to a paper towel–lined baking sheet to drain",4.057629254494338,5.230952721419011,Mexican
 roll the churros in the cinnamon,3.598953771289538,6.151659574468084,Mexican
sugar mixture,5.64,6.74,Mexican
 serve immediately,5.41,5.46,Mexican
 recipe courtesy of casa marcela by marcela valladolid,4.373907766990292,6.817567567567567,Mexican
 get the book here: https://www,3.8945575221238933,5.903215434083601,Mexican
stories,3.93,6.62,Mexican
 preheat a stove top or outdoor grill to medium high heat,4.90152519993213,6.140086043811297,Mexican
" place corn on hot grill and cook until kernels are tender and lightly charred, about 2",3.9392418497305486,6.094277706620251,Mexican
3 minutes per side,4.449888143176734,5.191111111111111,Mexican
" in a medium bowl, whisk to combine mayonnaise, crema, chili powder, sriracha, granulated garlic, salt and 2 tablespoons crumbled cotija cheese",4.191861471861472,6.369902676399026,Mexican
 transfer corn to the bowl with mayonnaise and crema mixture and spoon to coat completely,4.192405345211581,5.718132295719845,Mexican
" transfer to a serving plate and garnish with remaining cheese, chopped cilantro, a sprinkle of chili powder and lime wedges",4.242308444260116,5.821135032215932,Mexican
 cook nopalitos in boiling water 10 minutes,4.400308143508351,5.830769438444925,Mexican
 drain,2.94,3.8,Mexican
 combine eggs and next 4 ingredients stir well with a whisk,5.512089701643947,6.262047298795359,Mexican
 heat butter and oil in skillet over medium heat,5.276106304079111,4.4975276752767535,Mexican
 add the onion and garlic and sauté 2 minutes or until tender,4.238746726616928,6.022994850916058,Mexican
" add the egg mixture, and cook until bottom begins to set, stirring gently to scramble",3.8453476174534087,5.288795684119315,Mexican
" stir in the tomato and nopalitos, and cook 1 minute",5.038859479174987,5.601791460316646,Mexican
 wrap tortillas in foil and place in 325 degree oven for about 5 minutes,3.179877408403728,5.610785824345147,Mexican
 spoon about 1/2 cup egg mixture onto each tortilla,3.76,5.29,Mexican
" sprinkle evenly with minced cilantro, and fold in half",3.55,6.72,Mexican
 make the meatballs first: combine everything and mix thoroughly,4.461660231660231,5.916315789473684,Mexican
" form meatballs and roll between your palms (otherwise, meatballs will fall apart in the soup)",4.052647100925036,5.488050490206225,Mexican
" you should make around 20 to 24 meatballs, set aside",3.879810426540284,5.798571428571429,Mexican
" combine chicken broth, onion, celery, tomatoes and their liquid, cumin, oregano and cilantro leaves in a large pot",3.7242879483522877,5.924381254415268,Mexican
" bring to boil, and reduce heat and simmer for 10 minutes",5.1576051142137445,4.673532338308458,Mexican
" drop meatballs in the soup (make sure the soup is slightly boiling, the meatballs need to be cooked quickly)",4.083945192547931,6.231212210113981,Mexican
 return to simmer and cook another 10 minutes,4.320352931782492,5.457198697068405,Mexican
 add zucchini and cook 10 minutes,4.12740026319163,5.825676274944568,Mexican
" season with salt and pepper, to taste",4.223193188984653,6.503570528876084,Mexican
" you could top the soup with cooked rice, or just by itself",4.331035210115105,6.762318294795511,Mexican
" bring 2 cups water, the milk, almonds, rice and cinnamon sticks to a boil in a medium saucepan over high heat",5.121634854410653,6.04617748613134,Mexican
" reduce the heat to low, cover and simmer until the rice is tender, about 30 minutes",5.186396273954177,4.830562031022926,Mexican
 remove the cinnamon sticks and cool completely,4.8638273124852365,5.640092776673294,Mexican
" working in batches, if necessary, carefully transfer the mixture to a blender and puree until smooth",4.435538461538462,6.067118644067797,Mexican
 stir in the sugar and add enough water to make a total of 8 cups,5.308275697370593,6.058435464119347,Mexican
 chill,8.02,5.06,Mexican
 serve in tall glasses over ice,4.1846341370691045,5.842147984614842,Mexican
 garnish with a sprinkle of cinnamon,3.6453200883002204,6.736421052631579,Mexican
 remove fruit by running spoon next to skin,5.650924168606322,5.3949601252549995,Mexican
 discard seed or save for other uses,4.353377006415205,6.097059812348741,Mexican
 place avocado in bowl and mash with fork,4.332381636599005,5.448492350011453,Mexican
" immediately mix in lime juice, incorporating well",4.16,6.984129692832766,Mexican
 mix in remaining ingredients,4.27,5.16,Mexican
 serve immediately,5.41,5.46,Mexican
 fry the tortilla slices in vegetable oil,4.581602772021121,5.513902715813131,Mexican
 let stand in absorbent paper,3.109562211981567,5.408620689655173,Mexican
" put the onion,diced in a sarten (pot) with oil, when onion is transparent put in the tomato with it's juice",4.649783777562195,5.5788821771079835,Mexican
" let it cook on low heat 20 minutes and add the chicken, chicken broth dried (i used chicken soup base), lime juice, salt and pepper and chile if using",4.139485035397399,5.482584678939281,Mexican
 simmer on med low till chicken is cooked through,3.661342226945587,5.484638194663946,Mexican
" add fried tortilla strips and garnish with lime and avocado, serve",4.369845954844779,5.885408812679882,Mexican
 stir together all ingredients,7.67,5.0,Mexican
" serve with tortilla chips, on scrambled eggs, as a fat",4.164148403527313,4.695039613967591,Mexican
"free salad dressing, etc",4.385722326454035,7.133310580204778,Mexican
 unpeel the fresh tamarind pods,2.35,6.67,Mexican
" scrape any remaining peel bits under running water,",4.5458357931996884,5.116616611412169,Mexican
 bring unpeeled tamarind to boil in some of the recipe water,4.687292576419214,6.7363905325443785,Mexican
 let cool and with hands get the pits out,4.214406997992871,6.255418608377266,Mexican
 process unpitted pulp in blender,5.62,5.46,Mexican
 sweeten remainding water,4.837877551020409,6.406405228758169,Mexican
 sieve for any remaining pulp threads or peel bits,4.042126315789474,5.195887850467289,Mexican
 chill and enjoy,6.9552564102564105,6.657959183673469,Mexican
 preheat oven to 350 degrees f,2.95,6.16,Mexican
" add pork, water or chicken stock, and 1 tablespoon salt to a large dutch oven with a tight fitting lid",3.9984124645847894,5.892402006213013,Mexican
 liquid should just cover meat,4.609008391107991,5.354134209124801,Mexican
 add additional as necessary,3.7959999999999994,6.189886685552408,Mexican
 place over medium,2.95,5.56,Mexican
high heat and bring to a boil,6.08286496350365,5.64963696369637,Mexican
" transfer to oven and cook, about 3 ½",2.95,6.16,Mexican
"4 hours, until meat is very tender and liquid is reduced to 1 cup",4.53911278998519,5.598535462498486,Mexican
 baste meat every 45 minutes with cooking liquid,4.1773162672258035,5.616375134806294,Mexican
 increase heat to 400 degrees f,7.26,4.16,Mexican
 remove pot from oven and drain all but 3 tablespoons fat from pot,4.2266696240991095,4.601959253494219,Mexican
" add cumin, cloves, cayenne, and 2 teaspoons black pepper",4.314242424242424,5.813529411764707,Mexican
" stir to combine, and return to oven",4.960179683066311,5.454971312134699,Mexican
" roast, stirring after 10 minutes, until meat is browned, crisp, and liquid is evaporated, about 20 minutes more",4.173848545254355,5.328517003323959,Mexican
" if meat is very fatty, you may need to continue to drain fat as pork crisps",3.922247117685447,4.275810348614641,Mexican
" season to taste with salt and and pepper, and serve in tortillas, with cabbage, sour cream, pickled red onions, cilantro, avocado and serranos chiles",4.644857357375815,5.989645298522829,Mexican
